global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,preemption_count
0,40.50294494628906,33.58754348754883,,,,,,,,,,,
1,,,31.13751690559913,4.544677422843177,30.265232569821176,4.218790131801284,5348.0,30.36961416865604,4.463429000873398,2472.0,8.823963165283203,8.825969457626343,0.0
1,42.50182342529297,32.94711685180664,,,,,,,,,,,
2,54.10667037963867,33.21076583862305,,,,,,,,,,,
3,58.50068283081055,32.110286712646484,,,,,,,,,,,
4,52.28948211669922,29.848691940307617,,,,,,,,,,,
5,32.63944625854492,28.458032608032227,,,,,,,,,,,
6,24.472524642944336,27.49729347229004,,,,,,,,,,,
7,22.458402633666992,25.697057723999023,,,,,,,,,,,
8,22.479814529418945,25.14527702331543,,,,,,,,,,,
9,21.508039474487305,23.92185401916504,,,,,,,,,,,
10,21.106693267822266,22.67807960510254,,,,,,,,,,,
11,21.36480712890625,21.689775466918945,,,,,,,,,,,
12,23.15599250793457,20.1928825378418,,,,,,,,,,,
13,20.66905975341797,18.440200805664062,,,,,,,,,,,
14,19.81898307800293,16.789281845092773,,,,,,,,,,,
15,19.301502227783203,15.127424240112305,,,,,,,,,,,
16,16.084796905517578,13.660585403442385,,,,,,,,,,,
17,15.222923278808594,12.2142972946167,,,,,,,,,,,
18,11.991999626159668,10.869389533996582,,,,,,,,,,,
19,7.524807929992676,10.5204496383667,,,,,,,,,,,
20,7.16889762878418,10.09142780303955,,,,,,,,,,,
21,8.147483825683594,9.901535034179688,,,,,,,,,,,
22,8.945023536682129,9.780843734741213,,,,,,,,,,,
23,8.757363319396973,9.51706600189209,,,,,,,,,,,
24,8.189117431640625,9.46137809753418,,,,,,,,,,,
25,12.926674842834473,9.34090805053711,,,,,,,,,,,
26,8.672099113464355,8.92336368560791,,,,,,,,,,,
27,10.217488288879396,8.968354225158691,,,,,,,,,,,
28,17.207597732543945,8.620506286621094,,,,,,,,,,,
29,11.966259002685549,8.695717811584473,,,,,,,,,,,
30,10.397767066955566,8.126502990722656,,,,,,,,,,,
31,30.62919044494629,8.139607429504395,,,,,,,,,,,
32,9.847054481506348,8.175088882446289,,,,,,,,,,,
33,5.991156101226807,8.155941009521484,,,,,,,,,,,
34,8.204386711120605,8.19577407836914,,,,,,,,,,,
35,4.901879787445068,7.9995808601379395,,,,,,,,,,,
36,4.299468994140625,7.829453945159912,,,,,,,,,,,
37,3.5954084396362305,7.52365255355835,,,,,,,,,,,
38,5.347248554229736,7.704041481018066,,,,,,,,,,,
39,4.7543792724609375,7.459792613983154,,,,,,,,,,,
40,4.294031143188477,7.298482418060303,,,,,,,,,,,
41,2.89061975479126,7.173263549804688,,,,,,,,,,,
42,13.723099708557127,7.13670825958252,,,,,,,,,,,
43,15.267488479614258,7.634483337402344,,,,,,,,,,,
44,4.64028263092041,7.001131057739258,,,,,,,,,,,
45,3.83159065246582,6.953572750091553,,,,,,,,,,,
46,9.876790046691896,6.957488536834717,,,,,,,,,,,
47,11.271112442016602,7.050862789154053,,,,,,,,,,,
48,10.155218124389648,6.966235637664795,,,,,,,,,,,
49,9.69163990020752,6.981204986572266,,,,,,,,,,,
50,7.202585220336914,6.729142665863037,,,,,,,,,,,
51,7.336274147033691,6.735723972320557,,,,,,,,,,,
52,11.966962814331056,6.717728614807129,,,,,,,,,,,
53,8.520174980163574,6.831227779388428,,,,,,,,,,,
54,4.503717422485352,6.608173370361328,,,,,,,,,,,
55,4.646182537078857,6.545657634735107,,,,,,,,,,,
56,3.996488571166992,6.459288597106934,,,,,,,,,,,
57,4.868905544281006,6.491530418395996,,,,,,,,,,,
58,5.680349826812744,6.504105567932129,,,,,,,,,,,
59,6.076844692230225,6.493144989013672,,,,,,,,,,,
60,5.383866310119629,6.39531135559082,,,,,,,,,,,
61,7.342166900634766,6.390763759613037,,,,,,,,,,,
62,8.44955062866211,6.439125061035156,,,,,,,,,,,
63,9.393738746643066,6.4358978271484375,,,,,,,,,,,
64,10.502565383911133,6.462156772613525,,,,,,,,,,,
65,15.509775161743164,6.51948356628418,,,,,,,,,,,
66,15.051434516906738,6.7684855461120605,,,,,,,,,,,
67,13.175078392028809,6.74632453918457,,,,,,,,,,,
68,8.186121940612793,6.403594970703125,,,,,,,,,,,
69,9.582538604736328,6.400972366333008,,,,,,,,,,,
70,9.811301231384276,6.344574451446533,,,,,,,,,,,
71,37.301536560058594,7.055266380310059,,,,,,,,,,,
72,27.730432510375977,8.22952651977539,,,,,,,,,,,
73,15.661822319030762,7.762354850769043,,,,,,,,,,,
74,9.043644905090332,6.773017883300781,,,,,,,,,,,
75,13.478263854980469,6.955745220184326,,,,,,,,,,,
76,11.621243476867676,7.016207695007324,,,,,,,,,,,
77,10.081501960754396,6.951932907104492,,,,,,,,,,,
78,9.446806907653809,6.918657302856445,,,,,,,,,,,
79,10.71383285522461,6.738648414611816,,,,,,,,,,,
80,11.781214714050291,7.036211490631104,,,,,,,,,,,
81,11.631373405456545,6.83224630355835,,,,,,,,,,,
82,10.917840003967283,6.849286079406738,,,,,,,,,,,
83,11.491460800170898,6.744359493255615,,,,,,,,,,,
84,12.759422302246094,6.7566986083984375,,,,,,,,,,,
85,11.638422966003418,6.788548469543457,,,,,,,,,,,
86,8.959453582763672,6.560023784637451,,,,,,,,,,,
87,7.372626304626465,6.649190425872803,,,,,,,,,,,
88,7.1126322746276855,6.395421504974365,,,,,,,,,,,
89,6.209798812866211,6.338759899139404,,,,,,,,,,,
90,4.71280574798584,6.294487953186035,,,,,,,,,,,
91,2.5915310382843018,6.271522521972656,,,,,,,,,,,
92,2.24631929397583,6.25739049911499,,,,,,,,,,,
93,2.70369839668274,6.325863838195801,,,,,,,,,,,
94,2.55354118347168,6.224276065826416,,,,,,,,,,,
95,2.094884157180786,6.204293727874756,,,,,,,,,,,
96,3.116395711898804,6.243672847747803,,,,,,,,,,,
97,4.288807392120361,6.145355224609375,,,,,,,,,,,
98,6.486950874328613,6.2264018058776855,,,,,,,,,,,
99,7.255412101745605,6.23601770401001,,,,,,,,,,,
100,6.950500011444092,6.196501731872559,,,,,,,,,,,
500,0.5837801694869995,5.77578592300415,,,,,,,,,,,
1000,1.0366493463516235,4.435671806335449,,,,,,,,,,,
1500,1.875065445899964,3.5647785663604736,,,,,,,,,,,
2000,0.9411728978157043,2.9761691093444824,,,,,,,,,,,
2500,1.0459184646606443,2.823074579238892,,,,,,,,,,,
2969,,,2.3222000101433595,0.6059486990937993,2.5587522917922443,0.6162120407473567,5348.0,2.050158679592232,0.5463611805090082,2472.0,1470.9551441669464,2445.137490510941,0.0
3000,0.959284245967865,2.713705778121948,,,,,,,,,,,
3500,0.8926813006401062,2.5386431217193604,,,,,,,,,,,
4000,0.9791375994682312,2.4975411891937256,,,,,,,,,,,
4500,0.8715736865997314,2.348408460617065,,,,,,,,,,,
5000,,,,,,,,,,,,,
5500,,,,,,,,,,,,,
5975,,,,0.9418647403594524,,0.8967218654950997,5348.0,,0.899579550301627,2472.0,2913.459597587585,4870.542291402817,0.0
6000,,,,,,,,,,,,,
6500,,,,,,,,,,,,,
7000,,,,,,,,,,,,,
7500,,,,,,,,,,,,,
8000,,,,0.9418647403594524,,0.8967218654950997,5348.0,,0.899579550301627,2472.0,3879.819692134857,6481.474634885788,0.0
8000,,,,,,,,,,,3879.819692134857,,0.0
