global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,preemption_count
0,5.4757667,11.084827,,,,,,,,,,,,,,
1,,,0.0006116843433119,11.108970642089844,0.0,0.0004835649742744,11.115797996520996,0.0,3000.0,0.0007088489946909,11.11993408203125,0.0,3003.0,33.47146940231323,33.6776123046875,0.0
100,0.16884004,8.65825,,,,,,,,,,,,,,
200,0.2213368,8.221464,,,,,,,,,,,,,,
300,0.6782418,7.6817136,,,,,,,,,,,,,,
400,0.64174,7.221703,,,,,,,,,,,,,,
500,0.624254,6.9437857,,,,,,,,,,,,,,
600,0.610578,6.599804,,,,,,,,,,,,,,
700,0.7494798,6.36537,,,,,,,,,,,,,,
800,0.9682525,6.087495,,,,,,,,,,,,,,
900,0.6831125,5.9246144,,,,,,,,,,,,,,
1000,0.77798027,5.7574573,,,,,,,,,,,,,,
1100,0.70131385,5.525625,,,,,,,,,,,,,,
1200,0.9192801,5.3228493,,,,,,,,,,,,,,
1300,0.76592314,5.2575855,,,,,,,,,,,,,,
1400,0.6857137,5.1097155,,,,,,,,,,,,,,
1500,0.58232594,4.8829274,,,,,,,,,,,,,,
1600,0.71721184,4.767764,,,,,,,,,,,,,,
1700,0.7561444,4.6486583,,,,,,,,,,,,,,
1800,0.61918485,4.619853,,,,,,,,,,,,,,
1900,0.66155505,4.490046,,,,,,,,,,,,,,
2000,0.7545407,4.3674517,,,,,,,,,,,,,,
2100,0.78367484,4.2613845,,,,,,,,,,,,,,
2200,0.633646,4.2206507,,,,,,,,,,,,,,
2300,0.7461118,4.2801065,,,,,,,,,,,,,,
2327,,,0.4914904534816742,3.192438840866089,21.09962839367501,0.4900249242782593,3.2112324237823486,16.660221652826014,3000.0,0.4869095385074615,3.297433853149414,15.401594422685012,3003.0,869.4985563755035,1790.998862028122,0.0
2400,0.5536645,4.129033,,,,,,,,,,,,,,
2500,0.7217338,4.1136374,,,,,,,,,,,,,,
2600,0.5073133,4.014895,,,,,,,,,,,,,,
2700,0.59551984,3.97344,,,,,,,,,,,,,,
2800,0.5202,3.9122276,,,,,,,,,,,,,,
2900,0.5690124,4.017828,,,,,,,,,,,,,,
3000,0.5586877,3.9707396,,,,,,,,,,,,,,
3100,0.45827037,3.7981553,,,,,,,,,,,,,,
