global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,preemption_count
0,6.972489,0.76680905,,,,,,,,
1,,,0.7669004057153698,0.7667492134831461,89000000.0,0.7672621284363217,89274637.0,171.7223837375641,171.91681814193726,0.0
100,0.017855713,0.1378321,,,,,,,,
200,0.012225056,0.13696532,,,,,,,,
300,0.014903114,0.13610241,,,,,,,,
400,0.013397794,0.13610041,,,,,,,,
475,,,0.1365799388085506,0.1368108651685393,89000000.0,0.1401597634051427,89274637.0,710.2905242443085,1895.6959946155548,0.0
500,0.009373941,0.13733537,,,,,,,,
600,0.030483093,0.1377926,,,,,,,,
700,0.072525434,0.13827151,,,,,,,,
800,,,0.1341252386613836,0.1345496853932584,89000000.0,0.1377660824316765,89274637.0,1077.1600711345673,3441.254341602325,0.0
800,,,,,,,,1077.1600711345673,,0.0
