global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,preemption_count
0,23.16481590270996,33.6684455871582,,,,,,,,,,,
1,,,32.1424357638654,3.790084273922745,31.023049778983324,3.509032974460484,5348.0,31.03515065488096,3.736863485873296,2472.0,8.841522932052612,8.84374451637268,0.0
1,22.09465980529785,33.05556106567383,,,,,,,,,,,
2,28.69947624206543,33.5164680480957,,,,,,,,,,,
3,46.93063735961914,33.30054473876953,,,,,,,,,,,
4,58.50059127807617,32.06346130371094,,,,,,,,,,,
5,54.9106330871582,30.795379638671875,,,,,,,,,,,
6,45.50844192504883,29.47895240783692,,,,,,,,,,,
7,31.46463203430176,27.233627319335938,,,,,,,,,,,
8,26.569313049316406,26.24212074279785,,,,,,,,,,,
9,23.87000846862793,24.904109954833984,,,,,,,,,,,
10,24.08715057373047,23.771089553833008,,,,,,,,,,,
11,26.0637435913086,22.52787971496582,,,,,,,,,,,
12,27.67145347595215,21.31987190246582,,,,,,,,,,,
13,27.747913360595703,19.311811447143555,,,,,,,,,,,
14,26.41204643249512,17.20958709716797,,,,,,,,,,,
15,20.11644172668457,14.75639533996582,,,,,,,,,,,
16,13.20307731628418,13.915193557739258,,,,,,,,,,,
17,12.48845672607422,13.074231147766112,,,,,,,,,,,
18,13.246453285217283,12.499185562133787,,,,,,,,,,,
19,10.70069694519043,12.123064041137695,,,,,,,,,,,
20,9.630789756774902,11.32857894897461,,,,,,,,,,,
21,10.11062717437744,10.862648010253906,,,,,,,,,,,
22,9.587847709655762,10.30111312866211,,,,,,,,,,,
23,7.9749755859375,9.62259578704834,,,,,,,,,,,
24,7.228996753692627,9.432034492492676,,,,,,,,,,,
25,11.377875328063965,8.920906066894531,,,,,,,,,,,
26,7.482376575469971,8.491325378417969,,,,,,,,,,,
27,13.716629981994627,8.628677368164062,,,,,,,,,,,
28,13.522590637207031,8.10548210144043,,,,,,,,,,,
29,5.03744649887085,8.067241668701172,,,,,,,,,,,
30,6.339622974395752,7.841113567352295,,,,,,,,,,,
31,5.749252796173096,7.827270984649658,,,,,,,,,,,
32,5.342320919036865,7.713003635406494,,,,,,,,,,,
33,10.640661239624023,7.801692962646484,,,,,,,,,,,
34,7.178616046905518,7.639045715332031,,,,,,,,,,,
35,19.81515312194824,7.648252010345459,,,,,,,,,,,
36,35.335636138916016,8.145182609558105,,,,,,,,,,,
37,15.648076057434082,7.496615409851074,,,,,,,,,,,
38,19.11503028869629,7.635994911193848,,,,,,,,,,,
39,12.168456077575684,7.611150741577148,,,,,,,,,,,
40,9.42417335510254,7.568660259246826,,,,,,,,,,,
41,7.038642883300781,7.402864933013916,,,,,,,,,,,
42,12.23591423034668,7.187862873077393,,,,,,,,,,,
43,10.849444389343262,7.15705156326294,,,,,,,,,,,
44,13.11326789855957,7.119395732879639,,,,,,,,,,,
45,14.44179916381836,7.102950096130371,,,,,,,,,,,
46,20.54241943359375,7.164173603057861,,,,,,,,,,,
47,5.799298286437988,6.814891338348389,,,,,,,,,,,
48,13.853667259216309,7.1114277839660645,,,,,,,,,,,
49,8.003817558288574,6.83433198928833,,,,,,,,,,,
50,8.224996566772461,6.8073248863220215,,,,,,,,,,,
51,7.993669509887695,6.867470741271973,,,,,,,,,,,
52,4.57337760925293,6.682860374450684,,,,,,,,,,,
53,3.971130847930908,6.609099388122559,,,,,,,,,,,
54,7.636900901794434,6.614831447601318,,,,,,,,,,,
55,4.618212699890137,6.49368143081665,,,,,,,,,,,
56,6.956145763397217,6.440506935119629,,,,,,,,,,,
57,11.530292510986328,6.518917560577393,,,,,,,,,,,
58,14.710932731628418,6.651418685913086,,,,,,,,,,,
59,9.557811737060549,6.500370502471924,,,,,,,,,,,
60,19.685596466064453,6.7208452224731445,,,,,,,,,,,
61,1.423765778541565,6.321779727935791,,,,,,,,,,,
62,10.904986381530762,6.486835956573486,,,,,,,,,,,
63,6.394435405731201,6.3711371421813965,,,,,,,,,,,
64,9.908154487609863,6.374713897705078,,,,,,,,,,,
65,5.003171443939209,6.330397129058838,,,,,,,,,,,
66,4.306796073913574,6.309456825256348,,,,,,,,,,,
67,6.79339075088501,6.3313469886779785,,,,,,,,,,,
